market_cap,circulating_market_cap,anon_1,anon_2,net_profit_to_total_revenue,inc_revenue_year_on_year,development_expenditure,pe_ratio,pb_ratio,inc_net_profit_year_on_year,dividend_payable,roe,roa,anon_3,gross_profit_margin,anon_4,pcf_ratio,ps_ratio,monthreturn
257.8136,256.6923,25025019904.0,1.05854836,42.38,18.41,0.0,5.319,1.0108,13.56,0.0,5.38,0.3,1.00690096,0.0,0.00520177,1.1587,2.0191,1.014541125836651
1837.3669,1469.8936,207226929152.0,1.05966974,40.65,24.48,0.0,4.4899,0.899,38.69,12000000.0,5.55,0.31,0.98449981,0.0,0.00241133,-7.0511,1.8371,0.9878172944119109
757.7852,552.1021,82531975168.0,1.05617183,34.32,12.48,0.0,5.1392,0.9245,23.32,0.0,4.67,0.25,0.99803886,0.0,0.00487689,2.166,1.7313,0.9800234947845378
2221.0798,1768.6638,204286984192.0,1.06760165,30.67,17.54,0.0,5.2535,1.1234,2.62,0.0,4.63,0.28,0.97870574,0.0,0.00665735,-2.1868,1.9166,0.9770114968404108
2537.1165,2075.2717,265955835904.0,1.07091318,34.93,24.43,0.0,4.9033,0.9557,16.82,0.0,4.69,0.31,0.98813315,0.0,0.00580221,-2.4655,1.9133,0.9920477439644573
232.1706,232.1706,26643496960.0,1.06669942,39.45,27.45,0.0,5.1985,0.88,29.41,0.0,3.89,0.24,0.99793377,0.0,0.00511561,-19.0501,2.316,1.0038364030587852
1901.4232,1614.7257,201170878464.0,1.05786985,28.24,20.28,0.0,4.6139,0.9518,-3.01,0.0,4.11,0.22,0.9871114,0.0,0.00197855,-1.4853,1.7398,0.9989979611061862
674.0922,572.4375,78021394432.0,1.06907526,43.24,5.44,0.0,5.3003,0.8661,-10.0,0.0,4.18,0.27,0.99793461,0.0,0.00365717,2.3679,2.201,0.9869452576368632
7892.4971,6905.1738,844537790464.0,1.06156616,25.32,5.45,0.0,4.7455,0.9361,12.62,0.0,3.39,0.19,0.97690646,0.0,0.010359700000000001,-5.6725,1.706,1.004115237495621
2814.5574,1239.6731,421484036096.0,1.07608766,33.87,6.75,0.0,4.5181,0.6708,-1.9,0.0,3.28,0.23,0.98796502,0.0,0.00736763,-9.9793,1.7117,0.9947229358335345
12158.083999999999,9155.0098,1278463705088.0,1.07247819,38.72,9.04,0.0,4.629,0.9542,7.95,0.0,4.56,0.3,0.98810359,0.0,0.00718177,-4.9778,2.062,1.002890151112626
1180.9811,1007.2021,153051987968.0,1.06766122,30.56,6.44,0.0,4.4207,0.7727,10.74,0.0,3.54,0.21,0.99066783,0.0,0.00522921,-5.5992,1.8084,0.9762845484995485
10000.4395,383.7463,1074329026560.0,1.07518636,29.15,9.83,0.0,4.6588,0.9382,9.04,0.0,3.62,0.25,0.98457243,0.0,0.00883136,-3.2453,1.9662,0.997500009874566
7319.3511,5128.4478,961477083136.0,1.0744591000000001,37.71,5.42,0.0,4.6647,0.7922,11.26,0.0,4.05,0.28,0.99709202,0.0,0.01145773,9.3499,1.7961,1.0114504002957312
2269.1853,1547.4005,230724993024.0,1.067652,30.29,20.87,0.0,5.7924,1.0058,120.72,0.0,3.73,0.24,0.99445426,0.0,0.00377184,-1.6541,2.1703,0.9257732279510185
1065.3715,623.9434,117300002816.0,1.05924835,31.39,49.05,0.0,6.381,0.9082,40.82,0.0,4.41,0.25,1.00223982,0.0,0.00170712,0.8859999999999999,1.8532,1.0852545802098141
261.5625,260.425,27357872128.0,1.05423947,42.55,20.17,0.0,5.1492,0.9566,18.3,0.0,5.68,0.3,1.00073497,0.0,0.00555002,-1.9825,1.9587,1.0132304898446833
1814.9828,1451.9862,219637088256.0,1.06238161,39.16,25.4,0.0,4.2477,0.8376,20.75,12000000.0,5.09,0.29,0.99559314,0.0,0.00232723,-6.3521,1.7186,1.0
742.6473,541.0731,90300088320.0,1.05493064,30.42,15.26,0.0,4.5623,0.828,26.4,0.0,4.25,0.22,0.99759514,0.0,0.00464481,1.5056,1.5854,0.99280573698982
2170.0205,1728.0049,217880985600.0,1.07110446,41.4,8.15,0.0,4.9387,1.0282,14.57,0.0,6.2,0.4,0.99548383,0.0,0.00759235,-1.8412,1.8353,0.9738562838461665
2516.9407,2058.7688,283842183168.0,1.06888191,36.62,32.49,0.0,4.6899,0.8883,14.97,0.0,5.45,0.36,0.99453462,0.0,0.00529589,-2.9360000000000004,1.7647,1.0240480834530588
233.0613,233.0613,28734062592.0,1.06043804,41.8,37.2,0.0,4.9327,0.8190000000000001,19.17,0.0,5.16,0.31,0.99208433,0.0,0.00435418,4.6471,2.0432,1.012738708657336
1899.5179,1613.1078,217434030080.0,1.06080861,47.01,13.97,0.0,4.357,0.885,21.64,0.0,6.45,0.36,1.00017127,0.0,0.00191688,20.9152,1.6841,1.0140421419561247
665.2921,564.9644,83663126528.0,1.06406414,51.25,10.99,0.0,4.8029,0.7971,9.56,0.0,5.6,0.33,0.99730134,0.0,0.00388326,-3.0652,2.1094,1.0701057475355562
7924.9766,6933.5903,905149677568.0,1.06278364,39.33,14.05,0.0,4.588,0.877,13.75,0.0,6.12,0.36,1.03070645,0.0,0.00975028,-7.2511,1.6531,1.0573770653152466
2799.7048,1233.1313,441735708672.0,1.0797698999999998,41.94,6.02,0.0,4.4244,0.6366,5.68,0.0,4.35,0.31,0.99336843,0.0,0.00755031,-5.2974,1.6767,1.029177719022377
12193.2227,9181.4697,1362920210432.0,1.0741856,45.17,10.07,0.0,4.5632,0.8976,6.75,0.0,5.57,0.38,0.99689515,0.0,0.007062899999999999,-5.526,2.017,1.0778097737852357
1152.9736,983.3159,163846029312.0,1.06786325,45.6,6.89,0.0,4.2833,0.7048,2.57,0.0,5.16,0.33,0.99869936,0.0,0.00493367,-3.2644,1.7348,1.0283401111699346
9975.4385,382.7869,1147718860800.0,1.07654659,44.74,17.33,0.0,4.5167,0.8757,10.4,0.0,5.97,0.42,0.99441517,0.0,0.00831245,13.5066,1.8808,1.0426064979499396
7403.1606,5187.1704,1012369719296.0,1.07183495,39.32,13.82,0.0,4.5575,0.7612,13.36,0.0,4.78,0.33,0.99653687,0.0,0.01060259,1.2691,1.754,1.0566037835245665
2100.751,1432.5419,243354042368.0,1.06509995,36.68,23.93,0.0,5.1662,0.8828,17.13,0.0,4.62,0.29,0.99839988,0.0,0.00340624,-5.0963,1.9044,0.9777282505161249
1156.1993,677.1351,117300002816.0,1.05924835,31.39,49.05,0.0,6.925,0.9986,40.82,0.0,4.41,0.25,1.00223982,0.0,0.00170712,0.9615,2.0112,0.9604743749628633
265.0231,263.8705,27357872128.0,1.05423947,42.55,20.17,0.0,5.2173,1.0119,18.3,0.0,5.68,0.3,1.00073497,0.0,0.00555002,-2.0088,1.9846,0.9619150179739049
1814.9828,1451.9862,219637088256.0,1.06238161,39.16,25.4,0.0,4.2477,0.888,20.75,12000000.0,5.09,0.29,0.99559314,0.0,0.00232723,-6.3521,1.7186,0.9260021086701207
737.3045,537.1805,90300088320.0,1.05493064,30.42,15.26,0.0,4.5295,0.8591,26.4,0.0,4.25,0.22,0.99759514,0.0,0.00464481,1.4948,1.574,0.9347825762625889
2113.2881,1682.8282,217880985600.0,1.07110446,41.4,8.15,0.0,4.8096,1.015,14.57,0.0,6.2,0.4,0.99548383,0.0,0.00759235,-1.7930000000000001,1.7873,0.9712776028975887
2577.4683,2108.2781,283842183168.0,1.06888191,36.62,32.49,0.0,4.8027,0.9097,14.97,0.0,5.45,0.36,0.99453462,0.0,0.00529589,-3.0066,1.8072,0.9569471717654103
236.0302,236.0302,28734062592.0,1.06043804,41.8,37.2,0.0,4.9955,0.8295,19.17,0.0,5.16,0.31,0.99208433,0.0,0.00435418,4.7063,2.0692,1.00377366964058
1926.1912,1635.7592,217434030080.0,1.06080861,47.01,13.97,0.0,4.4182,0.8974,21.64,0.0,6.45,0.36,1.00017127,0.0,0.00191688,21.2089,1.7077,0.982195848470287
711.9329,604.5717,83663126528.0,1.06406414,51.25,10.99,0.0,5.1396,0.8694,9.56,0.0,5.6,0.33,0.99730134,0.0,0.00388326,-3.28,2.2573,1.0123609963804174
8379.6885,7331.4189,905149677568.0,1.06278364,39.33,14.05,0.0,4.8512,0.9273,13.75,0.0,6.12,0.36,1.03070645,0.0,0.00975028,-7.6672,1.7480000000000002,0.9186046235489541
2881.3938,1269.1113,441735708672.0,1.0797698999999998,41.94,6.02,0.0,4.5535,0.6552,5.68,0.0,4.35,0.31,0.99336843,0.0,0.00755031,-5.4519,1.7256,0.9510309559214016
13141.9746,9895.8779,1362920210432.0,1.0741856,45.17,10.07,0.0,4.9183,1.0376,6.75,0.0,5.57,0.38,0.99689515,0.0,0.007062899999999999,-5.956,2.174,0.927847707147448
1185.649,1011.1831,163846029312.0,1.06786325,45.6,6.89,0.0,4.4047,0.7248,2.57,0.0,5.16,0.33,0.99869936,0.0,0.00493367,-3.3569,1.7839,1.007873915467394
10400.457,399.0962,1147718860800.0,1.07654659,44.74,17.33,0.0,4.7091,0.9129999999999999,10.4,0.0,5.97,0.42,0.99441517,0.0,0.00831245,14.0821,1.9609999999999999,0.9447115256569976
7822.2075,5480.7837,1012369719296.0,1.07183495,39.32,13.82,0.0,4.8154,0.8523,13.36,0.0,4.78,0.33,0.99653687,0.0,0.01060259,1.341,1.8533,0.9178573184104358
2053.9636,1400.6367,243354042368.0,1.06509995,36.68,23.93,0.0,5.0512,0.9082,17.13,0.0,4.62,0.29,0.99839988,0.0,0.00340624,-4.9828,1.8619999999999999,0.9817767948760143
1110.4998,650.3709,117300002816.0,1.05924835,31.39,49.05,0.0,6.6513,0.9592,40.82,0.0,4.41,0.25,1.00223982,0.0,0.00170712,0.9235,1.9317,1.0884773684785893
254.9297,253.9216,27357872128.0,1.05423947,42.55,20.17,0.0,5.0186,0.9734,18.3,0.0,5.68,0.3,1.00073497,0.0,0.00555002,-1.9323,1.909,1.0950226670333036
1680.6779,1344.5422,219637088256.0,1.06238161,39.16,25.4,0.0,3.9333,0.8223,20.75,12000000.0,5.09,0.29,0.99559314,0.0,0.00232723,-5.882000000000001,1.5915,1.074361720351056
689.2194,502.147,90300088320.0,1.05493064,30.42,15.26,0.0,4.2341,0.8031,26.4,0.0,4.25,0.22,0.99759514,0.0,0.00464481,1.3973,1.4714,1.105943187321773
2052.5894,1634.4945,217880985600.0,1.07110446,41.4,8.15,0.0,4.6715,0.9858,14.57,0.0,6.2,0.4,0.99548383,0.0,0.00759235,-1.7415,1.736,1.0530679443243738
2466.501,2017.5107,283842183168.0,1.06888191,36.62,32.49,0.0,4.5959,0.9214,14.97,0.0,5.45,0.36,0.99453462,0.0,0.00529589,-2.8772,1.7293,1.1032718819088254
236.9209,236.9209,28734062592.0,1.06043804,41.8,37.2,0.0,5.0144,0.8746,19.17,0.0,5.16,0.31,0.99208433,0.0,0.00435418,4.7241,2.077,1.0313281774634488
1891.8970000000002,1606.6359,217434030080.0,1.06080861,47.01,13.97,0.0,4.3395,0.919,21.64,0.0,6.45,0.36,1.00017127,0.0,0.00191688,20.8313,1.6773,1.0594159195770172
720.7331,612.0448,83663126528.0,1.06406414,51.25,10.99,0.0,5.2031,0.8802,9.56,0.0,5.6,0.33,0.99730134,0.0,0.00388326,-3.3206,2.2852,1.0373626519997485
7697.6206,6734.6758,905149677568.0,1.06278364,39.33,14.05,0.0,4.4563,0.9097,13.75,0.0,6.12,0.36,1.03070645,0.0,0.00975028,-7.0431,1.6057,1.063291103227405
2740.2947,1206.9641,441735708672.0,1.0797698999999998,41.94,6.02,0.0,4.3305,0.6518,5.68,0.0,4.35,0.31,0.99336843,0.0,0.00755031,-5.1849,1.6411,1.1707317099872507
12193.751,9181.9971,1362920210432.0,1.0741856,45.17,10.07,0.0,4.5634,0.9628,6.75,0.0,5.57,0.38,0.99689515,0.0,0.007062899999999999,-5.5263,2.0171,1.0144091920525522
1194.9847,1019.1452,163846029312.0,1.06786325,45.6,6.89,0.0,4.4394,0.7682,2.57,0.0,5.16,0.33,0.99869936,0.0,0.00493367,-3.3833,1.798,1.062500130754812
9825.4316,377.0307,1147718860800.0,1.07654659,44.74,17.33,0.0,4.4488,0.9233,10.4,0.0,5.97,0.42,0.99441517,0.0,0.00831245,13.3035,1.8525,1.045801509625287
7179.6704,5030.5781,1012369719296.0,1.07183495,39.32,13.82,0.0,4.4199,0.7823,13.36,0.0,4.78,0.33,0.99653687,0.0,0.01060259,1.2308,1.7009999999999998,1.0505836312485877
2016.5338,1375.1125,243354042368.0,1.06509995,36.68,23.93,0.0,4.9591,0.8916,17.13,0.0,4.62,0.29,0.99839988,0.0,0.00340624,-4.8919999999999995,1.828,1.0301624500417499
1208.7539,707.914,120940003328.0,1.06000392,26.93,47.6,0.0,6.8015,0.9995,27.3,0.0,4.21,0.24,1.00030159,0.0,0.00163447,1.1689,1.9037,0.9744801650691676
279.1538,278.0499,27357872128.0,1.05423947,42.55,20.17,0.0,5.4955,1.0659,18.3,0.0,5.68,0.3,1.00073497,0.0,0.00555002,-2.1159,2.0904,1.0144629949511703
1805.656,1444.5248,221319004160.0,1.05967244,38.35,28.29,0.0,4.0859,0.8271,14.29,16000000.0,5.49,0.31,0.99936546,0.0,0.00221235,-4.9924,1.6045,0.9917355797560555
762.2375,555.346,92077948928.0,1.05459765,35.14,22.02,0.0,4.5167,0.8334,14.1,0.0,5.46,0.28,0.98683811,0.0,0.00484943,-0.6228,1.5433,0.9871495432853934
2161.5161,1721.2338,217880985600.0,1.07110446,41.4,8.15,0.0,4.9194,1.0382,14.57,0.0,6.2,0.4,0.99548383,0.0,0.00759235,-1.8339,1.8281,0.9937008565423131
2721.2212,2225.863,283842183168.0,1.06888191,36.62,32.49,0.0,5.0706,1.0165,14.97,0.0,5.45,0.36,0.99453462,0.0,0.00529589,-3.1743,1.9079,0.9842447574640385
244.3432,244.3432,28734062592.0,1.06043804,41.8,37.2,0.0,5.1715,0.902,19.17,0.0,5.16,0.31,0.99208433,0.0,0.00435418,4.8721,2.1421,1.0328067243123606
2004.3058,1702.0957,217434030080.0,1.06080861,47.01,13.97,0.0,4.5973,0.9736,21.64,0.0,6.45,0.36,1.00017127,0.0,0.00191688,22.069000000000003,1.777,0.9800380261335371
747.6616,634.9124,83663126528.0,1.06406414,51.25,10.99,0.0,5.3975,0.9131,9.56,0.0,5.6,0.33,0.99730134,0.0,0.00388326,-3.4447,2.3705,1.101694804173439
8184.8115,7160.9209,905149677568.0,1.06278364,39.33,14.05,0.0,4.7384,0.9673,13.75,0.0,6.12,0.36,1.03070645,0.0,0.00975028,-7.4889,1.7073,0.9841270015809161
3208.1499,1413.0311,441735708672.0,1.0797698999999998,41.94,6.02,0.0,5.0698,0.763,5.68,0.0,4.35,0.31,0.99336843,0.0,0.00755031,-6.0702,1.9213,0.9976851144019174
12369.4531,9314.3027,1362920210432.0,1.0741856,45.17,10.07,0.0,4.6291,0.9766,6.75,0.0,5.57,0.38,0.99689515,0.0,0.007062899999999999,-5.6059,2.0462,1.014204597291371
1269.6714,1082.8418,163846029312.0,1.06786325,45.6,6.89,0.0,4.7168,0.8162,2.57,0.0,5.16,0.33,0.99869936,0.0,0.00493367,-3.5948,1.9103,0.9963235369403454
10275.4512,394.2993,1147718860800.0,1.07654659,44.74,17.33,0.0,4.6525,0.9656,10.4,0.0,5.97,0.42,0.99441517,0.0,0.00831245,13.9128,1.9374,1.0024330707735736
7542.8442,5285.043000000001,1012369719296.0,1.07183495,39.32,13.82,0.0,4.6435,0.8219,13.36,0.0,4.78,0.33,0.99653687,0.0,0.01060259,1.2931,1.7871,1.0037037222643417
2077.3574,1416.5894,243354042368.0,1.06509995,36.68,23.93,0.0,5.1087,0.9185,17.13,0.0,4.62,0.29,0.99839988,0.0,0.00340624,-5.0396,1.8832,0.9932431463165655
1177.9067,1014.165,120940003328.0,1.06000392,26.93,47.6,0.0,6.6279,0.9740000000000001,27.3,0.0,4.21,0.24,1.00030159,0.0,0.00163447,1.1391,1.8551,0.9854509699282633
283.1912,282.0712,29220798464.0,1.05903095,42.08,18.14,0.0,5.3175,0.9696,18.41,0.0,5.6,0.3,1.00592098,0.0,0.00623106,-44.1874,2.0327,1.1544592487337177
1790.7333,1432.5865,221319004160.0,1.05967244,38.35,28.29,0.0,4.0522,0.8203,14.29,16000000.0,5.49,0.31,0.99936546,0.0,0.00221235,-4.9512,1.5912,1.0197916685862713
752.4424,548.2095,92077948928.0,1.05459765,35.14,22.02,0.0,4.4587,0.8227,14.1,0.0,5.46,0.28,0.98683811,0.0,0.00484943,-0.6148,1.5235,1.0082839563533368
2147.9004,1710.3914,229298929664.0,1.06860817,38.83,15.25,0.0,4.7834,0.9667,7.81,0.0,5.95,0.38,1.00046115,0.0,0.00780355,163.5872,1.7502,0.9920768672513867
2678.3477,2190.7939,286364008448.0,1.06032834,35.84,30.66,0.0,4.7887,0.9909,17.39,0.0,5.45,0.33,0.99307452,0.0,0.00479543,0.7288,1.7528,0.981167605684654
252.3593,252.3593,29476159488.0,1.06086887,36.43,52.51,0.0,5.088,0.865,19.5,0.0,5.02,0.29,0.98967588,0.0,0.00552879,-14.7535,1.9736,1.0635296579123494
1964.2959,1668.1185,223255986176.0,1.05993539,39.75,8.59,0.0,4.3554,0.9279999999999999,14.11,0.0,5.59,0.32,0.98824714,0.0,0.00187782,-6.8701,1.7047,0.9864209358681651
823.6949,699.4798,87729897472.0,1.06321162,46.12,20.72,0.0,5.6786,0.9413,17.86,0.0,5.06,0.3,1.00025753,0.0,0.00365612,-1.8951,2.4847,1.0051282337671388
8054.894,7047.2554,907737563136.0,1.06011955,38.72,12.89,0.0,4.5253,0.8888,11.5,57488998400.0,5.59,0.32,0.95174115,0.0,0.00925405,1.5387,1.6295,0.9959677433371562
3200.7234,1409.7603,442546257920.0,1.07576044,39.69,7.2,0.0,4.9824,0.7266,5.64,0.0,4.11,0.3,0.99059303,0.0,0.0075658,131.9342,1.8823,0.9814385085571593
12545.1562,9446.6084,1359503949824.0,1.0717637,45.19,9.91,0.0,4.6054,0.9259,7.54,0.0,5.51,0.37,0.99708433,0.0,0.00735379,17.144000000000002,2.0252,0.9806903878964855
1265.0035,1078.8607,165230936064.0,1.06597765,39.4,14.83,0.0,4.5762,0.7669,10.45,0.0,4.67,0.29,0.9954031999999999,0.0,0.0047869,-15.276,1.8338,1.0036900293161244
10300.4521,395.2587,1147012120576.0,1.07520021,46.55,11.07,0.0,4.5656,0.9052,7.96,0.0,5.7,0.4,0.9941014000000001,0.0,0.00839005,-2.7667,1.8924,0.9854368722320449
7570.7808,5304.6172,1006456799232.0,1.06959012,40.22,14.18,0.0,4.5631,0.7839,8.64,0.0,4.58,0.3,0.9949199000000001,0.0,0.01042601,1.0292,1.735,0.9858416188723889
2063.321,1407.0177,246697951232.0,1.06069593,35.58,25.06,0.0,5.0549,0.8623,1.62,0.0,4.75,0.28,0.99993394,0.0,0.00313603,-5.3908,1.7668,1.0476191053161386
1160.7693,999.41,120940003328.0,1.06000392,26.93,47.6,0.0,6.5315,0.9598,27.3,0.0,4.21,0.24,1.00030159,0.0,0.00163447,1.1225,1.8281,1.0757874109868344
326.9327,288.9752,29220798464.0,1.05903095,42.08,18.14,0.0,6.1388,1.0127,18.41,0.0,5.6,0.3,1.00592098,0.0,0.00623106,-51.0125,2.3466,1.1202785772117625
1826.1749,1460.9399,221319004160.0,1.05967244,38.35,28.29,0.0,4.1324,0.8365,14.29,16000000.0,5.49,0.31,0.99936546,0.0,0.00221235,-5.0491,1.6227,1.1133809801021797
758.6756,552.7509,92077948928.0,1.05459765,35.14,22.02,0.0,4.4956,0.8295,14.1,0.0,5.46,0.28,0.98683811,0.0,0.00484943,-0.6199,1.5361,1.0481221486495678
2130.8823,1696.8403,229298929664.0,1.06860817,38.83,15.25,0.0,4.7455,0.9590000000000001,7.81,0.0,5.95,0.38,1.00046115,0.0,0.00780355,162.2911,1.7363,1.081469680422987
2627.908,2149.5359,286364008448.0,1.06032834,35.84,30.66,0.0,4.6985,0.9722,17.39,0.0,5.45,0.33,0.99307452,0.0,0.00479543,0.7151,1.7198,1.0479845945900694
268.3916,268.3916,29476159488.0,1.06086887,36.43,52.51,0.0,5.4113,0.92,19.5,0.0,5.02,0.29,0.98967588,0.0,0.00552879,-15.6908,2.099,1.1902652691067828
1937.6226,1645.467,223255986176.0,1.05993539,39.75,8.59,0.0,4.2963,0.9154,14.11,0.0,5.59,0.32,0.98824714,0.0,0.00187782,-6.7768,1.6815,1.0678465971650002
827.919,703.0668,87729897472.0,1.06321162,46.12,20.72,0.0,5.7077,0.9462,17.86,0.0,5.06,0.3,1.00025753,0.0,0.00365612,-1.9048,2.4974,1.053571424257687
8022.4146,7018.8394,907737563136.0,1.06011955,38.72,12.89,0.0,4.5071,0.8853,11.5,57488998400.0,5.59,0.32,0.95174115,0.0,0.00925405,1.5325,1.6230000000000002,1.0809716690533546
3141.3132,1383.5929999999998,442546257920.0,1.07576044,39.69,7.2,0.0,4.8899,0.7131,5.64,0.0,4.11,0.3,0.99059303,0.0,0.0075658,129.4853,1.8473,1.0874704884568658
12302.9141,9265.1221,1359503949824.0,1.0717637,45.19,9.91,0.0,4.5165,0.9081,7.54,0.0,5.51,0.37,0.99708433,0.0,0.00735379,16.813,1.9861,1.080000022108583
1269.6714,1082.8418,165230936064.0,1.06597765,39.4,14.83,0.0,4.5931,0.7697,10.45,0.0,4.67,0.29,0.9954031999999999,0.0,0.0047869,-15.3323,1.8405,1.1139705911309021
10150.4453,389.5025,1147012120576.0,1.07520021,46.55,11.07,0.0,4.4992,0.892,7.96,0.0,5.7,0.4,0.9941014000000001,0.0,0.00839005,-2.7264,1.8648,1.0763546994337283
7463.5908,5230.876,1006456799232.0,1.06959012,40.22,14.18,0.0,4.4985,0.7728,8.64,0.0,4.58,0.3,0.9949199000000001,0.0,0.01042601,1.0147,1.7105,1.1573033585924888
2161.5745,1474.0186,246697951232.0,1.06069593,35.58,25.06,0.0,5.2956,0.9033,1.62,0.0,4.75,0.28,0.99993394,0.0,0.00313603,-5.6475,1.8509,1.097402564658308
1248.741,1075.1526,126736007168.0,1.06281455,28.23,43.1,0.0,6.4941,0.9853,34.98,0.0,4.54,0.26,1.00080857,0.0,0.00165084,8.6839,1.7969,1.2424519576117066
366.2557,323.7326,32730677248.0,1.0647889,39.56,20.25,0.0,6.6742,1.1214,12.27,0.0,4.84,0.28,1.00478721,0.0,0.00611542,3.215,2.5136,1.1854480353479824
2033.2284,1626.5826,234498818048.0,1.06300102,40.03,18.38,0.0,4.4294,0.8789,17.1,12000000.0,5.4,0.31,0.99669369,0.0,0.00244374,-6.6803,1.7332,1.1706422652762476
795.1847,579.3504,96902053888.0,1.05743399,31.33,29.43,0.0,4.5302,0.826,18.18,0.0,4.8,0.25,0.99667723,0.0,0.00496331,-20.0046,1.5097,1.2026875014069058
2304.4846,1835.0813,240803119104.0,1.06824445,32.6,25.65,0.0,5.038,0.9866,6.82,0.0,4.92,0.31,0.9921081,0.0,0.00776661,-3.0326,1.775,1.2156572450082765
2754.0071,2252.6807,302397784064.0,1.06841192,37.78,21.79,0.0,4.7443,0.9122,16.45,0.0,5.22,0.32,0.98766596,0.0,0.00515961,4.4784,1.7202,1.2472528120933313
319.4572,319.4572,30976835584.0,1.06011297,31.81,58.03,0.0,6.0987,1.0418,27.43,0.0,4.32,0.25,0.98975844,0.0,0.00593307,-274.3073,2.2352,1.174721371125772
2069.0837,1757.1064,236916047872.0,1.06303203,40.96,17.15,0.0,4.458,0.8843,11.58,0.0,5.62,0.32,0.99204942,0.0,0.00187507,1.5991,1.7266,1.1823205122151412
872.2718,740.7311,92082012160.0,1.06584007,39.13,28.8,0.0,5.8007,0.9497,16.54,0.0,4.18,0.25,1.00426798,0.0,0.00365276,-47.26,2.4715,1.119854728766882
8672.0029,7587.166,958693113856.0,1.06391051,38.04,9.41,0.0,4.7974,0.9059999999999999,6.1,0.0,5.2,0.3,0.99931914,0.0,0.00929931,-7.5427,1.7164,1.1235954729673812
3416.0854,1504.6165,457880109056.0,1.07956438,33.07,13.54,0.0,5.2466,0.7495,6.3,0.0,3.29,0.24,0.99399601,0.0,0.0078951,-83.3598,1.9478,1.2108696404369752
13287.1475,10006.332,1432375787520.0,1.0765216,45.25,11.76,0.0,4.7868,0.9307,7.7,0.0,5.2,0.36,0.99849162,0.0,0.00758321,-7.3679,2.0882,1.0925929286176737
1414.3766,1206.2539,173135888384.0,1.07189186,36.59,36.59,0.0,4.9849,0.8183,10.8,0.0,4.43,0.29,0.99979812,0.0,0.00497014,4.8546,1.8993,1.2673266794713656
10925.4795,419.2428,1208179752960.0,1.07780811,42.07,12.67,0.0,4.782,0.9121,4.94,0.0,5.11,0.36,0.99403038,0.0,0.00833701,11.8176,1.9501,1.212814686989253
8637.6387,6053.7104,1046256549888.0,1.07274916,38.95,11.94,0.0,5.1465,0.8591,5.46,0.0,4.2,0.28,1.002678,0.0,0.01047229,1.4634,1.9269999999999998,1.0685821346058386
2372.1174,1617.5918,257684930560.0,1.06802302,34.23,14.12,0.0,5.8434,0.9485,-1.59,0.0,4.19,0.25,0.99610013,0.0,0.00341507,8.8285,1.9677,1.2130178295559908
