market_cap,circulating_market_cap,anon_1,anon_2,net_profit_to_total_revenue,inc_revenue_year_on_year,development_expenditure,pe_ratio,pb_ratio,inc_net_profit_year_on_year,dividend_payable,roe,roa,anon_3,gross_profit_margin,anon_4,pcf_ratio,ps_ratio,monthreturn
3808.1968,3114.9707,302397784064.0,1.06841192,37.78,21.79,0.0,6.8112,1.2112,16.45,0.0,5.22,0.32,0.98766596,0.0,0.00515961,6.1926,2.296,1.1834437232865698
430.7922,430.7922,30976835584.0,1.06011297,31.81,58.03,0.0,8.2242,1.4049,27.43,0.0,4.32,0.25,0.98975844,0.0,0.00593307,-369.9069,3.0142,1.1405926105440165
3141.7302,2668.0188,236916047872.0,1.06303203,40.96,17.15,0.0,6.6692,1.2825,11.58,0.0,5.62,0.32,0.99204942,0.0,0.00187507,2.4281,2.5167,1.2158884298849086
1167.9572,991.8264,92082012160.0,1.06584007,39.13,28.8,0.0,7.7671,1.2716,16.54,0.0,4.18,0.25,1.00426798,0.0,0.00365276,-63.2803,3.3093,1.1383363191733396
10783.165,9434.2295,958693113856.0,1.06391051,38.04,9.41,0.0,5.9653,1.1266,6.1,0.0,5.2,0.3,0.99931914,0.0,0.00929931,-9.3789,2.1342,1.1746987735048104
4671.1255,2057.3994,457880109056.0,1.07956438,33.07,13.54,0.0,7.1741,1.0248,6.3,0.0,3.29,0.24,0.99399601,0.0,0.0078951,-113.9855,2.6634,1.1128776351652294
16287.7656,12321.2783,1432375787520.0,1.0765216,45.25,11.76,0.0,5.8678,1.1409,7.7,0.0,5.2,0.36,0.99849162,0.0,0.00758321,-9.0318,2.5597,1.188183810798456
1960.5220000000002,1672.0352,173135888384.0,1.07189186,36.59,36.59,0.0,6.9098,1.1342,10.8,0.0,4.43,0.29,0.99979812,0.0,0.00497014,6.7291,2.6327,1.29761905247684
14525.6377,557.3915,1208179752960.0,1.07780811,42.07,12.67,0.0,6.3577,1.2127,4.94,0.0,5.11,0.36,0.99403038,0.0,0.00833701,15.7117,2.5927,1.2117040066337328
12217.0938,8746.7686,1046256549888.0,1.07274916,38.95,11.94,0.0,7.2793,1.2152,5.46,0.0,4.2,0.28,1.002678,0.0,0.01047229,2.0698,2.7256,1.1349397186424157
3368.6875,2297.1719,257684930560.0,1.06802302,34.23,14.12,0.0,8.2785,1.2973,-1.59,0.0,4.19,0.25,0.99610013,0.0,0.00341507,12.5375,2.7011,1.1013889237277128
1593.7728,1372.2213,126736007168.0,1.06281455,28.23,43.1,0.0,8.2884,1.2576,34.98,0.0,4.54,0.26,1.00080857,0.0,0.00165084,11.0833,2.2934,1.0745519687624234
462.4506,408.7591,32730677248.0,1.0647889,39.56,20.25,0.0,8.4271,1.4159,12.27,0.0,4.84,0.28,1.00478721,0.0,0.00611542,4.0595,3.1738,1.235418010053398
2691.6958,2153.3567,234498818048.0,1.06300102,40.03,18.38,0.0,5.7246,1.0977,17.1,12000000.0,5.4,0.31,0.99669369,0.0,0.00244374,-8.8438,2.1902,1.059598079396639
1100.6139,801.8781,96902053888.0,1.05743399,31.33,29.43,0.0,6.2702,1.1433,18.18,0.0,4.8,0.25,0.99667723,0.0,0.00496331,-27.6884,2.0895,1.0016181878131831
3183.4485,2538.6255,240803119104.0,1.06824445,32.6,25.65,0.0,7.1464,1.3257,6.82,0.0,4.92,0.31,0.9921081,0.0,0.00776661,-4.1893,2.3499,1.0032257471732307
3689.6633,3018.0146,302397784064.0,1.06841192,37.78,21.79,0.0,6.3561,1.1735,16.45,0.0,5.22,0.32,0.98766596,0.0,0.00515961,5.9998,2.3046,1.032125831102258
380.3203,380.3203,30976835584.0,1.06011297,31.81,58.03,0.0,7.2607,1.2403,27.43,0.0,4.32,0.25,0.98975844,0.0,0.00593307,-326.5684,2.6611,1.132708929815211
2690.1899,2284.562,236916047872.0,1.06303203,40.96,17.15,0.0,5.7107,1.0981,11.58,0.0,5.62,0.32,0.99204942,0.0,0.00187507,2.0792,2.155,1.1678469984591051
1063.4113,903.0463,92082012160.0,1.06584007,39.13,28.8,0.0,7.0718,1.1578,16.54,0.0,4.18,0.25,1.00426798,0.0,0.00365276,-57.61600000000001,3.0131,1.0983118197070127
10750.6855,9405.8125,958693113856.0,1.06391051,38.04,9.41,0.0,5.9473,1.1232,6.1,0.0,5.2,0.3,0.99931914,0.0,0.00929931,-9.3507,2.1278,1.003021156185808
4537.4526,1998.5232,457880109056.0,1.07956438,33.07,13.54,0.0,6.9688,0.9955,6.3,0.0,3.29,0.24,0.99399601,0.0,0.0078951,-110.7236,2.5872,1.0294599000328952
15824.4375,11970.7822,1432375787520.0,1.0765216,45.25,11.76,0.0,5.7009,1.1085,7.7,0.0,5.2,0.36,0.99849162,0.0,0.00758321,-8.7749,2.4869,1.0292792776994444
1918.5107,1636.2058,173135888384.0,1.07189186,36.59,36.59,0.0,6.7617,1.1099,10.8,0.0,4.43,0.29,0.99979812,0.0,0.00497014,6.5849,2.5763,1.0218978710934477
13975.6133,536.2855,1208179752960.0,1.07780811,42.07,12.67,0.0,6.117000000000001,1.1668,4.94,0.0,5.11,0.36,0.99403038,0.0,0.00833701,15.1168,2.4945,1.039356011660683
11934.248,8497.373,1046256549888.0,1.07274916,38.95,11.94,0.0,7.1107,1.187,5.46,0.0,4.2,0.28,1.002678,0.0,0.01047229,2.0219,2.6625,1.0237003454260378
3158.1445,2153.5986,257684930560.0,1.06802302,34.23,14.12,0.0,7.7611,1.2162,-1.59,0.0,4.19,0.25,0.99610013,0.0,0.00341507,11.7539,2.5322,1.0666666772213875
1753.7213,1509.9353,126736007168.0,1.06281455,28.23,43.1,0.0,9.1202,1.3838,34.98,0.0,4.54,0.26,1.00080857,0.0,0.00165084,12.1956,2.5235,0.908794801089546
481.9496,425.9942,32730677248.0,1.0647889,39.56,20.25,0.0,8.7824,1.4756,12.27,0.0,4.84,0.28,1.00478721,0.0,0.00611542,4.2306,3.3077,0.9595414126290385
3006.9397,2405.5518,234498818048.0,1.06300102,40.03,18.38,0.0,6.395,1.2263,17.1,12000000.0,5.4,0.31,0.99669369,0.0,0.00244374,-9.8795,2.4467,0.8951612165684599
1208.3601,880.3791,96902053888.0,1.05743399,31.33,29.43,0.0,6.8841,1.2552,18.18,0.0,4.8,0.25,0.99667723,0.0,0.00496331,-30.399,2.2941,0.9108327062437761
3493.8623,2784.5574,240803119104.0,1.06824445,32.6,25.65,0.0,7.6382,1.5123,6.82,0.0,4.92,0.31,0.9921081,0.0,0.00776661,-4.5978,2.6912,0.9111545409216615
4080.571,3337.7632,302397784064.0,1.06841192,37.78,21.79,0.0,7.0295,1.3516,16.45,0.0,5.22,0.32,0.98766596,0.0,0.00515961,6.6355,2.5488,0.9042026961422801
412.6817,412.6817,30976835584.0,1.06011297,31.81,58.03,0.0,7.8785,1.3458,27.43,0.0,4.32,0.25,0.98975844,0.0,0.00593307,-354.356,2.8875,0.9215826628609894
3210.3186,2726.2654,236916047872.0,1.06303203,40.96,17.15,0.0,6.9169,1.3719999999999999,11.58,0.0,5.62,0.32,0.99204942,0.0,0.00187507,2.4812,2.679,0.8379822177150891
1204.9178,1023.2133,92082012160.0,1.06584007,39.13,28.8,0.0,8.0129,1.3118,16.54,0.0,4.18,0.25,1.00426798,0.0,0.00365276,-65.2829,3.4139999999999997,0.8825592086032757
12537.0527,10968.7119,958693113856.0,1.06391051,38.04,9.41,0.0,6.9355,1.3099,6.1,0.0,5.2,0.3,0.99931914,0.0,0.00929931,-10.9044,2.4814,0.8575129862858437
5086.9966,2240.5703,457880109056.0,1.07956438,33.07,13.54,0.0,7.8128,1.1161,6.3,0.0,3.29,0.24,0.99399601,0.0,0.0078951,-124.1336,2.9005,0.8919708340280784
17992.8555,13575.0391,1432375787520.0,1.0765216,45.25,11.76,0.0,6.482,1.2604,7.7,0.0,5.2,0.36,0.99849162,0.0,0.00758321,-9.9773,2.8277,0.8794844987222844
2240.5967,1910.8973,173135888384.0,1.07189186,36.59,36.59,0.0,7.8969,1.2963,10.8,0.0,4.43,0.29,0.99979812,0.0,0.00497014,7.6904,3.0088,0.8562498998592651
16375.7188,628.3846,1208179752960.0,1.07780811,42.07,12.67,0.0,7.1675,1.3671,4.94,0.0,5.11,0.36,0.99403038,0.0,0.00833701,17.7129,2.9229,0.8534351053951904
14061.207,9988.8018,1046256549888.0,1.07274916,38.95,11.94,0.0,8.378,1.3986,5.46,0.0,4.2,0.28,1.002678,0.0,0.01047229,2.3822,3.137,0.8487356739716583
3705.5564,2526.8889,257684930560.0,1.06802302,34.23,14.12,0.0,9.1281,1.4817,-1.59,0.0,4.19,0.25,0.99610013,0.0,0.00341507,13.7912,3.0738,0.8522726843396581
1000.8977,606.6629,91541995520.0,1.05274809,31.23,27.49,0.0,7.0622,1.0934,16.8,0.0,4.37,0.22,0.99787976,0.0,0.00182868,-1.7001,2.2983,1.0941851499908533
258.6787,223.125,24668372992.0,1.05883491,41.99,24.5,0.0,5.7258,1.0486,19.01,0.0,5.57,0.31,1.00793121,0.0,0.00525726,0.8436,2.2487,0.9866220141047563
1885.866,1508.6927,189026009088.0,1.05764014,43.05,21.97,0.0,5.1839,1.0101,13.04,49000000.0,5.61,0.31,0.99731435,0.0,0.00247517,-2.63,2.1079,0.9574678158469372
667.8483,486.5765,82666979328.0,1.05803289,37.58,11.07,0.0,4.7634,0.8135,16.71,0.0,5.44,0.29,0.99989186,0.0,0.0049577,0.4702,1.5702,1.0359999419029742
2643.7275,2105.2195,191206785024.0,1.05940154,41.51,11.32,0.0,6.3773,1.4281,21.22,0.0,6.57,0.36,0.98463357,0.0,0.00399755,-4.6938,2.4046,0.9259657056182985
2706.0894,2213.4856,212498120704.0,1.05905792,39.89,15.57,0.0,5.6178,1.1285,12.93,0.0,6.21,0.36,0.99852636,0.0,0.00517054,-2.4333,2.2494,0.9645852424535569
246.7183,246.7183,26061766656.0,1.06787645,46.49,3.92,0.0,5.8296,0.9544,5.32,0.0,4.68,0.31,0.99010268,0.0,0.00523925,10.8253,2.6063,0.9831528508424385
2135.7668,1813.735,185560203264.0,1.0547098,37.82,29.01,0.0,5.4409,1.1588,21.07,0.0,5.83,0.3,1.00077985,0.0,0.00182625,-1.5485,2.1387,0.9732382299415835
707.5328,600.8352,76144181248.0,1.06760514,47.24,11.03,0.0,5.4116,0.9316,21.18,0.0,4.83,0.31,0.99883391,0.0,0.00364753,6.5199,2.3395,0.9527363254396123
8087.3735,7075.6719,791230283776.0,1.05890913,39.21,12.41,0.0,5.1529,1.0241,22.32,50830000128.0,5.71,0.32,0.99441969,0.0,0.00974379,-1.7626,1.8090000000000002,1.0200803140846655
3156.1659999999997,1390.1348,398157938688.0,1.07484954,40.28,14.81,0.0,5.0815,0.7963,12.68,0.0,4.31,0.3,0.99977458,0.0,0.00664527,-2.6199,1.9912,0.9505881819904277
13461.9336,10129.043,1175091937280.0,1.06696344,46.18,12.18,0.0,5.3058,1.1491,12.6,0.0,5.88,0.38,0.99618799,0.0,0.00615654,-2.8302,2.3615,0.9869791959158081
1144.3046,1144.3046,127066177536.0,1.05420676,40.96,10.5,0.0,4.4719999999999995,0.902,14.73,0.0,5.58,0.29,0.99831541,0.0,0.0048127,-9.9835,1.8101,0.9964664128764317
10625.4668,407.7304,1000511373312.0,1.07219372,47.89,7.24,0.0,5.1428,1.0707,9.78,0.0,6.03,0.41,0.99470634,0.0,0.00807142,-33.7606,2.1902,1.0164705987317186
7788.2427,5455.1812,886332981248.0,1.07165255,42.29,18.83,0.0,5.2386,0.9163,16.96,0.0,4.77,0.32,0.99589813,0.0,0.01136094,-1.206,1.984,1.0035842488575761
1782.5972,1215.5868,215977033728.0,1.06705345,43.79,14.85,0.0,5.5619,0.8444,3.66,0.0,5.33,0.35,0.99556333,0.0,0.00341553,-6.7321,1.8736,1.041994736668497
1095.1674,744.9405,94912905216.0,1.05390616,29.92,40.52,0.0,7.3691,1.1539,19.82,0.0,4.47,0.23,0.98795403,0.0,0.00178485,1.8929,2.3026,0.9393712778521348
255.2181,254.1082,25025019904.0,1.05854836,42.38,18.41,0.0,5.4565,1.0199,13.56,0.0,5.38,0.3,1.00690096,0.0,0.00520177,1.147,2.1279,1.0587571962960307
1805.656,1444.5248,198401064960.0,1.05842987,40.46,24.64,0.0,4.7669999999999995,0.9225,17.05,12000000.0,5.46,0.3,0.99586207,0.0,0.00237093,-1.8255,1.9087,1.015495864107006
691.8908,504.0933,82531975168.0,1.05617183,34.32,12.48,0.0,4.6923,0.8441,23.32,0.0,4.67,0.25,0.99803886,0.0,0.00487689,1.9777,1.5807,1.0514800890545155
2448.001,1949.361,196225794048.0,1.06295355,38.34,5.64,0.0,5.8193,1.2894,6.57,0.0,5.53,0.32,0.99794153,0.0,0.00433838,-8.8921,2.197,0.958285066060022
2610.2539,2135.0957,257273888768.0,1.0709115,39.51,19.29,0.0,5.2221,1.0152,15.89,0.0,5.63,0.34,0.9903791999999999,0.0,0.00563061,2.5712,2.0763,1.0338164421476392
242.5618,242.5618,26643496960.0,1.06669942,39.45,27.45,0.0,5.4312,0.9194,29.41,0.0,3.89,0.24,0.99793377,0.0,0.00511561,-19.9027,2.4196,1.0134641975776895
2078.6099,1765.1962,195810033664.0,1.05695728,43.0,20.35,0.0,5.0112,1.0688,24.07,0.0,6.05,0.32,0.99800677,0.0,0.00186479,-1.9944,1.9909999999999999,0.9523373289042837
674.0922,572.4375,78021394432.0,1.06907526,43.24,5.44,0.0,5.3003,0.8661,-10.0,0.0,4.18,0.27,0.99793461,0.0,0.00365717,2.3679,2.201,1.0091383641584935
8249.7705,7217.7534,828772450304.0,1.06018399,39.23,9.21,0.0,5.0612,0.9973,15.31,0.0,5.65,0.32,0.99701648,0.0,0.00958518,-2.8857,1.8057,0.9960629813883912
3000.2141,1321.4458,410554728448.0,1.07663199,35.33,9.4,0.0,4.7949,0.7342,3.54,0.0,3.45,0.24,0.99124865,0.0,0.00714524,10.0275,1.8532,1.0123762500816191
13286.6484,9997.1543,1235388203008.0,1.07056474,46.96,5.39,0.0,5.1406,1.0787,7.72,0.0,5.59,0.36,0.99808881,0.0,0.00641866,-2.5669,2.3012,0.9815303007491339
1140.2611,1140.2611,132346019840.0,1.05650988,45.12,7.83,0.0,4.3485,0.8629,10.47,0.0,5.21,0.27,0.99508297,0.0,0.00488453,-3.0641,1.7732,1.0
10800.4746,414.44599999999997,1049611993088.0,1.07526174,45.17,10.25,0.0,5.1073,1.0371,9.38,0.0,5.58,0.38,0.99485079,0.0,0.00824126,-11.7308,2.1737,1.0
7816.1577,5474.7339,925660872704.0,1.07289166,41.34,10.82,0.0,5.0924,0.879,13.26,0.0,4.54,0.31,0.99928814,0.0,0.01112854,-4.8423,1.943,0.985714246783941
1857.4569,1266.635,224809975808.0,1.07077067,39.69,20.73,0.0,5.3582,0.845,33.13,0.0,4.86,0.31,0.99619961,0.0,0.0036823,-1.7124,1.8626,1.010075550070637
1028.7688,699.7757,94912905216.0,1.05390616,29.92,40.52,0.0,6.9223,1.0839,19.82,0.0,4.47,0.23,0.98795403,0.0,0.00178485,1.7781,2.1630000000000003,1.0800006765368468
270.214,269.0388,25025019904.0,1.05854836,42.38,18.41,0.0,5.7771,1.0798,13.56,0.0,5.38,0.3,1.00690096,0.0,0.00520177,1.2144,2.253,0.9327640314713523
1833.6362,1466.9091,198401064960.0,1.05842987,40.46,24.64,0.0,4.8409,0.9368,17.05,12000000.0,5.46,0.3,0.99586207,0.0,0.00237093,-1.8538,1.9383,0.9389624288612977
727.5094,530.044,82531975168.0,1.05617183,34.32,12.48,0.0,4.9338,0.8876,23.32,0.0,4.67,0.25,0.99803886,0.0,0.00487689,2.0795,1.6621,0.9804160606034781
2345.8828,1868.0436,196225794048.0,1.06295355,38.34,5.64,0.0,5.5765,1.2356,6.57,0.0,5.53,0.32,0.99794153,0.0,0.00433838,-8.5212,2.1054,0.8802906948292557
2698.5234,2207.2971,257273888768.0,1.0709115,39.51,19.29,0.0,5.3987,1.0495,15.89,0.0,5.63,0.34,0.9903791999999999,0.0,0.00563061,2.6582,2.1465,0.989719599985681
245.8277,245.8277,26643496960.0,1.06669942,39.45,27.45,0.0,5.5043,0.9317,29.41,0.0,3.89,0.24,0.99793377,0.0,0.00511561,-20.1707,2.4522,0.9577293364417435
1979.5378,1681.0623,195810033664.0,1.05695728,43.0,20.35,0.0,4.7724,1.0179,24.07,0.0,6.05,0.32,0.99800677,0.0,0.00186479,-1.8994,1.8961,0.9268527228931925
680.2523,577.6686,78021394432.0,1.06907526,43.24,5.44,0.0,5.3488,0.8741,-10.0,0.0,4.18,0.27,0.99793461,0.0,0.00365717,2.3895,2.2211,0.9146184437744642
8217.291,7189.3374,828772450304.0,1.06018399,39.23,9.21,0.0,5.0413,0.9934,15.31,0.0,5.65,0.32,0.99701648,0.0,0.00958518,-2.8744,1.7986,0.9446640748149239
3037.3455,1337.8003,410554728448.0,1.07663199,35.33,9.4,0.0,4.8542,0.7432,3.54,0.0,3.45,0.24,0.99124865,0.0,0.00714524,10.1516,1.8761,0.9193154351390055
13041.248,9812.5098,1235388203008.0,1.07056474,46.96,5.39,0.0,5.0457,1.0588,7.72,0.0,5.59,0.36,0.99808881,0.0,0.00641866,-2.5195,2.2587,0.9322764125028525
1140.2611,1140.2611,132346019840.0,1.05650988,45.12,7.83,0.0,4.3485,0.8629,10.47,0.0,5.21,0.27,0.99508297,0.0,0.00488453,-3.0641,1.7732,1.0398048306655379
10800.4746,414.44599999999997,1049611993088.0,1.07526174,45.17,10.25,0.0,5.1073,1.0371,9.38,0.0,5.58,0.38,0.99485079,0.0,0.00824126,-11.7308,2.1737,0.9189814214275361
7704.4980000000005,5396.5234,925660872704.0,1.07289166,41.34,10.82,0.0,5.0196,0.8664,13.26,0.0,4.54,0.31,0.99928814,0.0,0.01112854,-4.7731,1.9153,0.9101242287297627
1876.1718,1279.3971,224809975808.0,1.07077067,39.69,20.73,0.0,5.4121,0.8535,33.13,0.0,4.86,0.31,0.99619961,0.0,0.0036823,-1.7297,1.8813,0.9077306779688299
1111.0710000000001,650.7077,94912905216.0,1.05390616,29.92,40.52,0.0,7.4761,1.0133,19.82,0.0,4.47,0.23,0.98795403,0.0,0.00178485,1.9204,2.336,1.0351328582961843
252.0459,250.9497,25025019904.0,1.05854836,42.38,18.41,0.0,5.3886,1.0072,13.56,0.0,5.38,0.3,1.00690096,0.0,0.00520177,1.1328,2.1015,1.0491989752660131
1721.7155,1377.3723,198401064960.0,1.05842987,40.46,24.64,0.0,4.2042,0.8424,17.05,12000000.0,5.46,0.3,0.99586207,0.0,0.00237093,-1.7407,1.7209,1.0390031918746157
713.2619,519.6637,82531975168.0,1.05617183,34.32,12.48,0.0,4.8372,0.8702,23.32,0.0,4.67,0.25,0.99803886,0.0,0.00487689,2.0388,1.6296,1.0511861070947432
2065.0588,1644.4218,196225794048.0,1.06295355,38.34,5.64,0.0,4.909,1.0877,6.57,0.0,5.53,0.32,0.99794153,0.0,0.00433838,-7.5011,1.8534,1.0975274408651223
2670.7815,2184.6052,257273888768.0,1.0709115,39.51,19.29,0.0,5.3432,1.0387,15.89,0.0,5.63,0.34,0.9903791999999999,0.0,0.00563061,2.6309,2.1244,0.9933900246051577
235.4364,235.4364,26643496960.0,1.06669942,39.45,27.45,0.0,5.2717,0.8924,29.41,0.0,3.89,0.24,0.99793377,0.0,0.00511561,-19.3181,2.3485,1.0239597615322016
1834.74,1558.0970000000002,195810033664.0,1.05695728,43.0,20.35,0.0,4.4233,0.9434,24.07,0.0,6.05,0.32,0.99800677,0.0,0.00186479,-1.7604,1.7574,1.0259605175665216
622.1713,528.3463,78021394432.0,1.06907526,43.24,5.44,0.0,4.8921,0.7994,-10.0,0.0,4.18,0.27,0.99793461,0.0,0.00365717,2.1855,2.0314,1.0466760520776193
7762.5796,6791.5083,828772450304.0,1.06018399,39.23,9.21,0.0,4.7623,0.9384,15.31,0.0,5.65,0.32,0.99701648,0.0,0.00958518,-2.7153,1.6991,1.0083681589558193
2792.2786,1229.8604,410554728448.0,1.07663199,35.33,9.4,0.0,4.4626,0.6833,3.54,0.0,3.45,0.24,0.99124865,0.0,0.00714524,9.3325,1.7248,1.037233999501339
12158.0479,9154.9736,1235388203008.0,1.07056474,46.96,5.39,0.0,4.704,0.9871,7.72,0.0,5.59,0.36,0.99808881,0.0,0.00641866,-2.3489,2.1057,0.9913295209175809
1185.649,1011.1831,132346019840.0,1.05650988,45.12,7.83,0.0,4.5216,0.8973,10.47,0.0,5.21,0.27,0.99508297,0.0,0.00488453,-3.1860000000000004,1.8438,1.007873915467394
9925.4355,380.8682,1049611993088.0,1.07526174,45.17,10.25,0.0,4.6935,0.9531,9.38,0.0,5.58,0.38,0.99485079,0.0,0.00824126,-10.7804,1.9976,1.0075567465024584
7012.0503,4913.1309,925660872704.0,1.07289166,41.34,10.82,0.0,4.5685,0.7885,13.26,0.0,4.54,0.31,0.99928814,0.0,0.01112854,-4.3441,1.7431,1.0119521532810454
1703.0587,1161.348,224809975808.0,1.07077067,39.69,20.73,0.0,4.9128,0.7747,33.13,0.0,4.86,0.31,0.99619961,0.0,0.0036823,-1.5701,1.7078,1.3351647832220932
1150.1061,673.5689,94912905216.0,1.05390616,29.92,40.52,0.0,7.7387,1.0489,19.82,0.0,4.47,0.23,0.98795403,0.0,0.00178485,1.9879,2.4181,0.8543046593701226
264.4463,263.2962,25025019904.0,1.05854836,42.38,18.41,0.0,5.6538,1.0567,13.56,0.0,5.38,0.3,1.00690096,0.0,0.00520177,1.1885,2.2049,0.9531080601241159
1788.8679,1431.0944,198401064960.0,1.05842987,40.46,24.64,0.0,4.3682,0.8753,17.05,12000000.0,5.46,0.3,0.99586207,0.0,0.00237093,-1.8086,1.788,0.937434843567823
749.7710000000001,546.2632,82531975168.0,1.05617183,34.32,12.48,0.0,5.0848,0.9147,23.32,0.0,4.67,0.25,0.99803886,0.0,0.00487689,2.1431,1.713,0.9548692867555559
2266.4587,1804.7979999999998,196225794048.0,1.06295355,38.34,5.64,0.0,5.3877,1.1938,6.57,0.0,5.53,0.32,0.99794153,0.0,0.00433838,-8.2327,2.0341,0.9436795826017037
2653.1277,2170.165,257273888768.0,1.0709115,39.51,19.29,0.0,5.3078,0.9994,15.89,0.0,5.63,0.34,0.9903791999999999,0.0,0.00563061,2.6135,2.1104,0.9087452141862602
241.0774,241.0774,26643496960.0,1.06669942,39.45,27.45,0.0,5.398,0.9137,29.41,0.0,3.89,0.24,0.99793377,0.0,0.00511561,-19.7809,2.4048,0.921182159754502
1882.3708,1598.5461,195810033664.0,1.05695728,43.0,20.35,0.0,4.5381,0.9679,24.07,0.0,6.05,0.32,0.99800677,0.0,0.00186479,-1.8062,1.8030000000000002,0.9038462028841502
651.2118,553.0075,78021394432.0,1.06907526,43.24,5.44,0.0,5.1204,0.8367,-10.0,0.0,4.18,0.27,0.99793461,0.0,0.00365717,2.2875,2.1263,0.9743243288896177
7827.5381,6848.3413,828772450304.0,1.06018399,39.23,9.21,0.0,4.8022,0.9463,15.31,0.0,5.65,0.32,0.99701648,0.0,0.00958518,-2.7381,1.7133,0.9792531191895444
2896.2463,1275.6531,410554728448.0,1.07663199,35.33,9.4,0.0,4.6287,0.7087,3.54,0.0,3.45,0.24,0.99124865,0.0,0.00714524,9.68,1.7890000000000001,0.9358974752941419
12052.6318,9075.5957,1235388203008.0,1.07056474,46.96,5.39,0.0,4.6632,0.9785,7.72,0.0,5.59,0.36,0.99808881,0.0,0.00641866,-2.3285,2.0874,0.9446064053827647
1194.9847,1019.1452,132346019840.0,1.05650988,45.12,7.83,0.0,4.5572,0.9044,10.47,0.0,5.21,0.27,0.99508297,0.0,0.00488453,-3.2111,1.8583,0.9296876353312307
10000.4395,383.7463,1049611993088.0,1.07526174,45.17,10.25,0.0,4.729,0.9603,9.38,0.0,5.58,0.38,0.99485079,0.0,0.00824126,-10.8619,2.0127,0.9524999376277412
7095.8594,4971.854,925660872704.0,1.07289166,41.34,10.82,0.0,4.6231,0.7979999999999999,13.26,0.0,4.54,0.31,0.99928814,0.0,0.01112854,-4.396,1.764,0.972440942107731
2273.864,1550.5909,224809975808.0,1.07077067,39.69,20.73,0.0,6.5593,1.0344,33.13,0.0,4.86,0.31,0.99619961,0.0,0.0036823,-2.0963,2.2801,1.0061729285480574
982.541,575.4331,112080977920.0,1.06297887,23.81,45.27,0.0,6.4509,0.8766,11.66,0.0,3.42,0.19,0.99849623,0.0,0.0019527000000000001,10.8724,1.8827,1.0629844454328115
252.0459,250.9497,25025019904.0,1.05854836,42.38,18.41,0.0,5.2,0.9882,13.56,0.0,5.38,0.3,1.00690096,0.0,0.00520177,1.1328,1.9739,1.0228835303411006
1676.9471,1341.5577,198401064960.0,1.05842987,40.46,24.64,0.0,4.0949,0.8205,17.05,12000000.0,5.46,0.3,0.99586207,0.0,0.00237093,-1.6954,1.6761,1.095661813064944
715.9333,521.61,82531975168.0,1.05617183,34.32,12.48,0.0,4.8553,0.8735,23.32,0.0,4.67,0.25,0.99803886,0.0,0.00487689,2.0464,1.6357,1.0584578200231782
2138.8108,1703.151,196225794048.0,1.06295355,38.34,5.64,0.0,5.0843,1.1265,6.57,0.0,5.53,0.32,0.99794153,0.0,0.00433838,-7.769,1.9195,1.0384648328875092
2411.0171,1972.1271,257273888768.0,1.0709115,39.51,19.29,0.0,4.6549,0.9082,15.89,0.0,5.63,0.34,0.9903791999999999,0.0,0.00563061,2.375,1.8174,1.0523013295923949
222.0762,222.0762,26643496960.0,1.06669942,39.45,27.45,0.0,4.9725,0.8417,29.41,0.0,3.89,0.24,0.99793377,0.0,0.00511561,-18.2218,2.2153,1.0454546682625154
1701.3737,1444.8398,195810033664.0,1.05695728,43.0,20.35,0.0,4.1018,0.8748,24.07,0.0,6.05,0.32,0.99800677,0.0,0.00186479,-1.6325,1.6297,1.1175811639735584
634.4915,538.8087,78021394432.0,1.06907526,43.24,5.44,0.0,4.9889,0.8153,-10.0,0.0,4.18,0.27,0.99793461,0.0,0.00365717,2.2288,2.0717,1.062413286860423
7665.1411,6706.2593,828772450304.0,1.06018399,39.23,9.21,0.0,4.7026,0.9267,15.31,0.0,5.65,0.32,0.99701648,0.0,0.00958518,-2.6812,1.6777,1.0296610325933857
2710.5896,1193.8804,410554728448.0,1.07663199,35.33,9.4,0.0,4.332,0.6633,3.54,0.0,3.45,0.24,0.99124865,0.0,0.00714524,9.0595,1.6743,1.0383561569040183
11384.9932,8572.8662,1235388203008.0,1.07056474,46.96,5.39,0.0,4.4049,0.9243,7.72,0.0,5.59,0.36,0.99808881,0.0,0.00641866,-2.1995,1.9718,1.0679043708168396
1110.9625,947.4866,132346019840.0,1.05650988,45.12,7.83,0.0,4.2368,0.8408,10.47,0.0,5.21,0.27,0.99508297,0.0,0.00488453,-2.9853,1.7276,1.0630251696164361
9525.418,365.5184,1049611993088.0,1.07526174,45.17,10.25,0.0,4.5044,0.9147,9.38,0.0,5.58,0.38,0.99485079,0.0,0.00824126,-10.345999999999998,1.9171,1.0498688351524312
6900.3042,4834.834,925660872704.0,1.07289166,41.34,10.82,0.0,4.4957,0.7759999999999999,13.26,0.0,4.54,0.31,0.99928814,0.0,0.01112854,-4.2749,1.7154,1.06072875743652
2287.9004,1560.1625,224809975808.0,1.07077067,39.69,20.73,0.0,5.8402,1.0141,33.13,0.0,4.86,0.31,0.99619961,0.0,0.0036823,-2.1093,2.1882,0.991819967337739
1044.4258,611.6764,112080977920.0,1.06297887,23.81,45.27,0.0,6.8572,0.9318,11.66,0.0,3.42,0.19,0.99849623,0.0,0.0019527000000000001,11.5572,2.0012,1.0200547516156724
